task_id,onet_soc_code,occupation_title,task_statement,dim1_Distributional Coverage_R,dim1_Distributional Coverage_B,dim2_Tacit Knowledge_R,dim2_Tacit Knowledge_B,dim3_Specification Ambiguity_R,dim3_Specification Ambiguity_B,dim4_Sequential Coherence_R,dim4_Sequential Coherence_B,dim5_Working Memory_R,dim5_Working Memory_B,dim6_Long-Term Memory_R,dim6_Long-Term Memory_B,dim7_Multimodal Demand_R,dim7_Multimodal Demand_B,dim8_Inference Speed_R,dim8_Inference Speed_B,dim9_Output Verifiability_R,dim9_Output Verifiability_B,dim10_Reliability Threshold_R,dim10_Reliability Threshold_B,dim11_Counterpart Acceptance_R,dim11_Counterpart Acceptance_B,dim12_Regulatory & Legal Constraints_R,dim12_Regulatory & Legal Constraints_B,exposure
18174,17-2112.03,Manufacturing Engineers,"Estimate costs, production times, or staffing requirements for new designs.",3,2,2,2,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,1,,0,0.446301
18178,17-2112.03,Manufacturing Engineers,Prepare documentation for new manufacturing processes or engineering procedures.,2,1,2,1,2,1,2,1,2,1,2,1,2,2,0,0,2,2,3,2,,1,,1,0.529134
18179,17-2112.03,Manufacturing Engineers,"Purchase equipment, materials, or parts.",2,1,2,1,2,2,2,1,2,1,2,1,1,0,0,0,1,1,2,2,,1,,1,0.584516
18180,17-2112.03,Manufacturing Engineers,Review product designs for manufacturability or completeness.,3,2,2,2,2,2,2,1,2,2,2,1,3,2,0,0,2,2,3,2,,1,,1,0.3994
18182,17-2112.03,Manufacturing Engineers,Prepare reports summarizing information or trends related to manufacturing performance.,2,1,1,1,2,1,2,1,2,1,1,0,2,1,0,0,1,1,2,1,,0,,1,0.683777
18189,17-2199.07,Photonics Engineers,Design electro-optical sensing or imaging systems.,3,1,3,2,3,2,3,2,3,2,2,1,3,2,0,0,3,2,3,3,,1,,1,0.0
18190,17-2199.07,Photonics Engineers,Design laser-machining equipment for purposes such as high speed ablation.,3,2,2,2,3,2,3,2,3,2,2,1,3,2,0,0,3,2,3,3,,2,,1,0.0
18191,17-2199.07,Photonics Engineers,"Develop laser-processed designs, such as laser-cut medical devices.",3,2,2,2,3,2,3,2,2,1,2,1,3,2,0,0,3,3,3,3,,2,,2,0.0
18192,17-2199.07,Photonics Engineers,"Determine commercial, industrial, scientific, or other uses for electro-optical applications or devices.",3,2,2,2,3,2,2,1,2,1,1,0,1,0,0,0,2,2,2,2,,0,,0,0.439327
18195,17-2199.07,Photonics Engineers,Analyze system performance or operational requirements.,3,1,2,1,3,2,2,1,2,2,2,1,2,2,1,0,2,2,2,2,,1,,1,0.487073
18197,17-2199.07,Photonics Engineers,"Design gas lasers, solid state lasers, infrared, or other light emitting or light sensitive devices.",3,2,3,2,3,2,3,2,3,2,2,1,2,2,0,0,3,2,3,3,,1,,1,0.0
18198,17-2199.07,Photonics Engineers,Determine applications of photonics appropriate to meet product objectives or features.,3,1,2,2,3,2,2,1,2,1,2,1,1,0,0,0,3,2,2,2,,1,,1,0.495543
18200,17-2199.07,Photonics Engineers,"Develop optical or imaging systems, such as optical imaging products, optical components, image processes, signal process technologies, or optical systems.",3,1,2,2,3,2,3,2,3,2,2,1,3,2,0,0,3,2,3,3,,1,,1,0.0
18201,17-2199.07,Photonics Engineers,"Document design processes including objectives, issues, and outcomes.",2,1,1,0,2,1,1,0,2,1,2,1,1,0,0,0,2,2,2,1,,0,,0,0.659158
18203,17-2199.07,Photonics Engineers,Create or maintain photonic design histories.,2,1,1,1,2,1,2,1,3,2,3,1,1,1,0,0,2,2,3,2,,1,,1,0.511954
18205,17-2199.07,Photonics Engineers,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field.",3,1,2,1,3,2,1,1,2,1,2,1,1,1,0,0,2,2,1,0,,2,,0,0.527559
18207,17-2199.07,Photonics Engineers,Write reports or research proposals.,2,1,2,1,3,2,2,1,2,1,2,1,2,2,0,0,2,2,2,2,,1,,1,0.495331
18208,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other","Prepare layouts, drawings, or sketches of machinery or equipment, such as shop tooling, scale layouts, or new equipment design, using drafting equipment or computer-aided design (CAD) software.",2,1,2,1,2,2,2,1,2,2,2,1,3,2,0,0,2,2,3,2,,1,,1,0.456784
18210,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other","Create computer applications for manufacturing processes or operations, using computer-aided design (CAD) or computer-assisted manufacturing (CAM) tools.",3,2,2,2,3,2,3,2,2,2,2,1,3,2,0,0,3,2,3,2,,1,,1,0.370844
18211,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other","Coordinate equipment purchases, installations, or transfers.",2,1,2,1,2,2,2,2,2,1,2,1,1,0,0,0,2,1,2,2,,1,,1,0.54716
18216,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other",Design plant layouts or production facilities.,3,2,2,2,3,2,3,2,3,2,2,1,3,2,0,0,3,2,3,3,,2,,2,0.0
18218,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other","Develop production, inventory, or quality assurance programs.",3,1,2,2,3,2,3,2,3,1,2,1,1,0,0,0,2,2,3,2,,1,,1,0.465788
18219,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other",Estimate manufacturing costs.,3,2,2,1,2,2,2,1,2,1,2,1,1,1,1,0,2,2,2,2,,0,,0,0.490437
18228,17-3029.06,"Engineering Technologists and Technicians, Except Drafters, All Other","Plan, estimate, or schedule production work.",3,1,2,1,2,2,3,2,2,1,2,1,1,0,1,0,2,2,2,2,,1,,1,0.520917
18243,17-3029.09,"Engineering Technologists and Technicians, Except Drafters, All Other","Prepare production documents, such as standard operating procedures, manufacturing batch records, inventory reports, or productivity reports.",2,1,1,1,2,2,2,1,2,1,2,1,1,0,0,0,2,2,3,2,,1,,1,0.527559
18256,19-2099.01,Remote Sensing Scientists and Technologists,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS).",3,1,2,1,2,2,2,1,3,2,2,1,3,2,0,0,2,2,2,2,,0,,1,0.456784
18257,19-2099.01,Remote Sensing Scientists and Technologists,Develop or build databases for remote sensing or related geospatial project information.,2,1,1,1,2,2,2,2,2,1,2,1,1,1,0,0,2,1,2,2,,0,,1,0.521991
18258,19-2099.01,Remote Sensing Scientists and Technologists,Integrate other geospatial data sources into projects.,2,1,2,1,3,2,2,1,3,2,2,1,3,2,0,0,2,2,2,2,,0,,1,0.442616
18259,19-2099.01,Remote Sensing Scientists and Technologists,Prepare or deliver reports or presentations of geospatial project information.,2,1,2,1,2,2,2,1,2,1,2,1,2,2,0,0,2,2,2,2,,1,,1,0.505239
1826,29-1051.00,Pharmacists,"Publish educational information for other pharmacists, doctors, or patients.",2,1,2,1,3,2,2,1,2,1,1,0,1,1,0,0,2,2,3,2,,1,,1,0.515586
18260,19-2099.01,Remote Sensing Scientists and Technologists,Organize and maintain geospatial data and associated documentation.,2,1,1,0,2,1,2,1,2,2,3,1,1,1,0,0,1,1,2,1,,0,,1,0.629291
18261,19-2099.01,Remote Sensing Scientists and Technologists,Process aerial or satellite imagery to create products such as land cover maps.,3,1,2,1,2,2,2,1,3,2,1,0,3,2,0,0,2,2,2,2,,0,,0,0.448844
18262,19-2099.01,Remote Sensing Scientists and Technologists,"Design or implement strategies for collection, analysis, or display of geographic data.",3,1,2,2,3,2,3,2,3,2,2,1,3,2,0,0,3,2,2,2,,1,,1,0.401722
18263,19-2099.01,Remote Sensing Scientists and Technologists,"Direct all activity associated with implementation, operation, or enhancement of remote sensing hardware or software.",3,2,3,2,3,3,3,3,3,2,3,2,1,1,0,0,3,3,3,3,,3,,1,0.0
18265,19-2099.01,Remote Sensing Scientists and Technologists,Compile and format image data to increase its usefulness.,2,0,1,0,2,1,2,1,2,1,1,0,3,2,0,0,1,1,2,1,,0,,0,0.647871
18266,19-2099.01,Remote Sensing Scientists and Technologists,Conduct research into the application or enhancement of remote sensing technology.,3,1,2,2,3,2,3,2,3,2,2,1,3,2,0,0,3,2,2,2,,1,,1,0.401722
18267,19-2099.01,Remote Sensing Scientists and Technologists,"Discuss project goals, equipment requirements, or methodologies with colleagues or team members.",2,0,2,1,3,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,,2,,0,0.583795
18268,19-2099.01,Remote Sensing Scientists and Technologists,"Develop automated routines to correct for the presence of image distorting artifacts, such as ground vegetation.",3,1,2,1,2,2,2,1,2,1,1,0,3,2,0,0,2,2,2,2,,0,,0,0.490437
1827,29-1223.00,Psychiatrists,Analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,3,2,3,2,3,3,3,2,3,2,3,2,2,2,2,1,3,3,3,3,,3,,3,0.0
18270,19-2099.01,Remote Sensing Scientists and Technologists,Manage or analyze data obtained from remote sensing systems to obtain meaningful results.,3,1,2,1,3,2,2,1,3,2,2,1,3,2,0,0,2,2,2,2,,0,,1,0.450569
18271,19-2099.01,Remote Sensing Scientists and Technologists,Monitor quality of remote sensing data collection operations to determine if procedural or equipment changes are necessary.,3,2,2,2,2,2,2,1,2,1,2,1,3,2,1,0,2,2,2,2,,0,,0,0.428161
18273,19-2099.01,Remote Sensing Scientists and Technologists,Attend meetings or seminars or read current literature to maintain knowledge of developments in the field of remote sensing.,2,0,1,1,2,1,1,0,2,1,1,0,1,1,0,0,2,2,1,1,,0,,0,0.678857
18275,19-2099.01,Remote Sensing Scientists and Technologists,Recommend new remote sensing hardware or software acquisitions.,3,2,2,1,3,2,2,1,2,1,2,1,1,1,0,0,3,2,2,2,,2,,1,0.450569
18278,19-4012.01,Precision Agriculture Technicians,"Program farm equipment, such as variable-rate planting equipment or pesticide sprayers, based on input from crop scouting and analysis of field condition variability.",3,2,2,1,2,2,2,1,2,1,2,1,2,2,1,0,2,2,3,2,,1,,1,0.472613
18279,19-4012.01,Precision Agriculture Technicians,"Compare crop yield maps with maps of soil test data, chemical application patterns, or other information to develop site-specific crop management plans.",3,2,2,2,2,2,2,1,2,1,2,1,3,2,0,0,3,2,2,2,,1,,1,0.424214
1828,29-1223.00,Psychiatrists,"Prescribe, direct, or administer psychotherapeutic treatments or medications to treat mental, emotional, or behavioral disorders.",3,2,3,2,3,3,3,2,2,2,3,2,1,1,2,1,3,3,3,3,,3,,3,0.0
18284,19-4012.01,Precision Agriculture Technicians,"Divide agricultural fields into georeferenced zones, based on soil characteristics and production potentials.",2,1,2,1,2,2,2,1,2,1,2,1,3,2,0,0,2,2,2,2,,1,,0,0.488029
18285,19-4099.02,"Life, Physical, and Social Science Technicians, All Other","Compile and analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, and weather conditions.",3,1,2,1,2,2,2,1,3,2,2,1,3,2,0,0,2,2,2,2,,0,,0,0.448633
18286,19-4099.02,"Life, Physical, and Social Science Technicians, All Other","Develop soil sampling grids or identify sampling sites, using geospatial technology, for soil testing on characteristics such as nitrogen, phosphorus, and potassium content, pH, and micronutrients.",2,1,2,1,2,2,2,1,2,1,1,0,2,2,0,0,2,1,2,1,,0,,0,0.580011
18287,19-4012.01,Precision Agriculture Technicians,Identify areas in need of pesticide treatment by analyzing geospatial data to determine insect movement and damage patterns.,2,1,2,1,2,2,2,1,2,1,2,1,3,2,1,0,2,2,2,2,,0,,1,0.504988
18288,19-4012.01,Precision Agriculture Technicians,"Recommend best crop varieties or seeding rates for specific field areas, based on analysis of geospatial data.",3,2,2,1,2,2,2,1,2,1,2,1,2,2,1,0,2,2,2,2,,1,,1,0.480173
18289,19-4012.01,Precision Agriculture Technicians,"Create, layer, and analyze maps showing precision agricultural data, such as crop yields, soil characteristics, input applications, terrain, drainage patterns, or field management history.",2,1,2,1,2,2,2,1,3,2,2,1,3,2,0,0,2,2,2,2,,0,,0,0.439836
18290,19-4012.01,Precision Agriculture Technicians,"Contact equipment manufacturers for technical assistance, as needed.",2,1,1,0,2,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,,1,,0,0.816497
18291,19-4099.02,"Life, Physical, and Social Science Technicians, All Other",Prepare reports summarizing field productivity and profitability in graphical or tabular form.,2,1,1,0,2,1,2,1,2,1,1,0,2,1,0,0,1,1,2,1,,0,,0,0.7037
18292,19-4099.02,"Life, Physical, and Social Science Technicians, All Other",Process and analyze data from harvester monitors to develop yield maps.,2,1,2,1,2,1,2,1,2,1,1,0,2,1,0,0,2,1,2,1,,0,,0,0.682758
18293,19-4012.01,Precision Agriculture Technicians,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history.",3,2,2,1,2,2,2,1,3,2,2,1,3,2,0,0,3,2,2,2,,0,,0,0.402696
18295,19-4012.01,Precision Agriculture Technicians,Document and maintain records of precision agriculture information.,2,1,1,0,2,1,1,0,2,1,3,1,1,1,0,0,1,1,2,2,,0,,1,0.643119
18296,19-4012.01,Precision Agriculture Technicians,"Draw or read maps, such as soil, contour, or plat maps.",2,0,1,0,1,1,1,0,1,0,1,0,3,2,0,0,2,2,2,2,,0,,1,0.567368
1830,29-1223.00,Psychiatrists,"Gather and maintain patient information and records, including social or medical history obtained from patients, relatives, or other professionals.",3,2,2,2,2,2,2,1,3,2,3,2,1,0,1,0,3,2,3,2,,3,,1,0.0
1832,29-1223.00,Psychiatrists,"Design individualized care plans, using a variety of treatments.",3,2,3,2,3,2,3,2,3,2,3,2,1,1,1,0,3,3,3,3,,3,,3,0.0
18322,29-1141.01,Acute Care Nurses,Participate in the development of practice protocols.,2,1,2,2,3,2,2,1,2,1,2,1,1,0,0,0,3,2,3,2,,2,,2,0.439645
1834,29-1223.00,Psychiatrists,"Advise or inform guardians, relatives, or significant others of patients' conditions or treatment.",3,2,3,2,3,2,2,1,2,1,3,2,1,1,2,1,3,3,3,3,,3,,3,0.0
18342,29-1141.03,Critical Care Nurses,"Document patients' treatment plans, interventions, outcomes, or plan revisions.",2,2,1,1,2,2,2,1,2,1,2,1,1,0,1,0,2,2,3,3,,1,,2,0.0
1835,29-1223.00,Psychiatrists,Review and evaluate treatment procedures and outcomes of other psychiatrists or medical professionals.,3,2,3,2,3,2,2,1,3,2,2,2,1,1,0,0,3,3,3,3,,3,,3,0.0
18351,29-1141.03,Critical Care Nurses,"Participate in the development, review, or evaluation of nursing practice protocols.",3,1,2,2,3,2,2,1,2,1,2,1,1,0,0,0,3,3,3,3,,2,,1,0.0
1837,29-1223.00,Psychiatrists,Prepare and submit case reports or summaries to government or mental health agencies.,2,1,2,1,2,2,2,1,2,1,2,1,0,0,0,0,2,2,3,2,,2,,2,0.463689
18377,29-1151.00,Nurse Anesthetists,"Request anesthesia equipment repairs, adjustments, or safety tests.",2,1,1,0,2,1,1,0,1,0,1,0,1,0,0,0,1,1,2,1,,0,,1,0.779177
18379,29-1171.00,Nurse Practitioners,Schedule follow-up visits to monitor patients or evaluate health or illness care.,2,1,1,1,2,2,1,0,2,1,2,1,1,0,1,0,1,1,2,1,,1,,1,0.660037
18387,29-1171.00,Nurse Practitioners,"Consult with, or refer patients to, appropriate specialists when conditions exceed the scope of practice or expertise.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,0,2,2,3,2,,3,,3,0.0
1839,29-1141.00,Registered Nurses,"Maintain accurate, detailed reports and records.",2,1,1,1,1,1,2,1,3,2,2,1,1,0,1,0,2,2,3,2,,1,,1,0.526146
18396,29-1171.00,Nurse Practitioners,"Prescribe medication dosages, routes, and frequencies, based on such patient characteristics as age and gender.",3,1,2,2,2,2,2,1,2,1,3,2,0,0,2,1,3,3,3,3,,3,,3,0.0
18399,29-1171.00,Nurse Practitioners,Maintain complete and detailed records of patients' health care plans and prognoses.,2,1,2,1,1,1,2,1,2,1,3,1,1,0,0,0,2,2,3,2,,1,,2,0.539449
18400,29-1171.00,Nurse Practitioners,"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in nursing.",2,1,2,1,2,2,1,0,2,1,1,0,1,0,0,0,2,2,2,2,,2,,0,0.5168
18401,29-1171.00,Nurse Practitioners,"Keep abreast of regulatory processes and payer systems, such as Medicare, Medicaid, managed care, and private sources.",3,2,1,1,2,2,1,0,2,1,1,0,0,0,0,0,2,2,2,2,,0,,0,0.452424
18402,29-1171.00,Nurse Practitioners,"Maintain current knowledge of state legal regulations for nurse practitioner practice, including reimbursement of services.",3,1,1,0,2,1,1,1,2,1,1,0,0,0,0,0,2,2,3,2,,0,,1,0.56474
18407,29-1299.01,Naturopathic Physicians,"Order diagnostic imaging procedures such as radiographs (x-rays), ultrasounds, mammograms, and bone densitometry tests, or refer patients to other health professionals for these procedures.",2,0,2,1,2,2,2,1,2,1,2,1,0,0,1,0,2,1,3,2,,3,,3,0.0
18413,29-1299.01,Naturopathic Physicians,Advise patients about therapeutic exercise and nutritional medicine regimens.,3,2,2,2,3,2,2,1,2,1,3,2,1,1,1,0,3,2,3,2,,2,,3,0.0
18420,29-1299.01,Naturopathic Physicians,"Consult with other health professionals to provide optimal patient care, referring patients to traditional health care professionals as necessary.",3,1,2,2,3,2,2,1,2,1,2,1,1,0,1,0,3,3,3,2,,3,,3,0.0
18421,29-1299.01,Naturopathic Physicians,"Report patterns of patients' health conditions, such as disease status and births, to public health agencies.",2,1,1,1,1,1,2,1,2,1,2,1,0,0,0,0,2,1,3,2,,0,,2,0.543714
18422,29-1299.01,Naturopathic Physicians,Monitor updates from public health agencies to keep abreast of health trends.,2,1,1,0,2,1,1,0,2,1,1,0,0,0,0,0,1,1,2,1,,0,,0,0.737788
18424,29-1299.01,Naturopathic Physicians,Obtain medical records from previous physicians or other health care providers for the purpose of patient evaluation.,2,1,1,0,2,1,2,1,2,1,2,1,1,0,0,0,1,1,2,2,,2,,2,0.558962
18433,29-1299.02,Orthoptists,Refer patients to ophthalmic surgeons or other physicians.,2,1,2,1,2,2,1,1,1,0,2,1,1,0,1,0,2,2,3,2,,3,,3,0.0
18436,29-1299.02,Orthoptists,Prepare diagnostic or treatment reports for other medical practitioners or therapists.,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,2,2,3,2,,2,,2,0.502065
18438,29-1299.02,Orthoptists,Present or publish scientific papers.,2,0,2,1,2,2,2,1,2,1,2,1,2,1,0,0,3,2,3,2,,2,,1,0.510903
18443,29-1161.00,Nurse Midwives,"Document patients' health histories, symptoms, physical conditions, or other diagnostic information.",2,1,2,1,2,1,2,1,2,1,3,2,2,2,1,0,2,2,3,2,,2,,1,0.479436
18448,29-1161.00,Nurse Midwives,Document findings of physical examinations.,2,1,2,1,1,0,1,0,2,1,2,1,1,0,1,0,2,2,3,2,,1,,1,0.605009
18453,29-1161.00,Nurse Midwives,Order and interpret diagnostic or laboratory tests.,3,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,3,3,,3,,3,0.0
18454,29-1161.00,Nurse Midwives,Prescribe medications as permitted by state regulations.,2,1,2,2,2,2,2,1,2,1,2,1,1,0,2,1,3,3,3,3,,3,,3,0.0
18456,29-1161.00,Nurse Midwives,Write information in medical records or provide narrative summaries to communicate patient information to other health care providers.,2,1,2,1,2,1,2,1,2,2,2,1,1,0,1,0,2,2,3,3,,1,,2,0.0
18458,29-1161.00,Nurse Midwives,"Establish practice guidelines for specialty areas such as primary health care of women, care of the childbearing family, and newborn care.",3,1,2,2,3,2,3,2,3,2,2,1,0,0,0,0,3,3,3,3,,2,,2,0.0
18459,29-1161.00,Nurse Midwives,"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in midwifery.",2,1,2,1,2,2,1,1,2,1,1,0,1,1,0,0,3,2,2,2,,2,,0,0.482144
18461,11-2031.00,Public Relations and Fundraising Managers,"Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.",3,2,3,3,3,2,3,3,2,2,3,2,1,2,1,0,3,3,3,3,,3,,1,0.0
18462,11-2031.00,Public Relations and Fundraising Managers,"Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",3,1,2,1,3,2,3,2,2,1,2,1,1,1,0,0,3,2,2,2,,2,,1,0.457985
18466,13-1031.02,"Claims Adjusters, Examiners, and Investigators","Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.",3,2,2,2,3,3,2,2,2,1,3,2,1,1,2,1,2,2,3,2,,3,,2,0.0
18467,13-1031.02,"Claims Adjusters, Examiners, and Investigators","Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.",3,2,2,2,2,2,2,2,3,2,2,1,2,2,0,0,2,2,3,2,,0,,2,0.354042
18470,17-1012.00,Landscape Architects,Prepare graphic representations or drawings of proposed plans or designs.,2,1,2,2,3,2,2,1,2,1,2,1,3,2,0,0,2,2,2,2,,1,,1,0.456784
18472,17-2041.00,Chemical Engineers,Evaluate chemical equipment and processes to identify ways to optimize performance or to ensure compliance with safety and environmental regulations.,3,2,2,2,2,2,2,2,3,2,2,1,2,2,0,0,3,3,3,3,,2,,2,0.0
18478,19-4092.00,Forensic Science Technicians,"Keep records and prepare reports detailing findings, investigative methods, and laboratory techniques.",2,0,1,1,2,1,2,1,2,1,3,1,1,0,0,0,2,2,3,2,,3,,2,0.0
18483,21-1014.00,Mental Health Counselors,Assess patients for risk of suicide attempts.,3,2,3,2,3,3,2,2,2,2,3,2,2,2,3,2,3,3,3,3,,3,,3,0.0
18484,21-1014.00,Mental Health Counselors,"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",2,1,2,1,2,2,2,1,2,1,3,2,1,1,0,0,2,2,3,2,,2,,2,0.437193
18490,21-1023.00,Mental Health and Substance Abuse Social Workers,"Increase social work knowledge by reviewing current literature, conducting social research, or attending seminars, training workshops, or classes.",2,1,1,1,2,1,1,0,2,1,1,0,1,0,0,0,2,2,1,1,,0,,0,0.658011
18491,23-2011.00,Paralegals and Legal Assistants,"Prepare affidavits or other documents, such as legal correspondence, and organize and maintain documents in paper or electronic filing system.",2,1,1,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,3,2,,2,,2,0.463689
18494,23-2011.00,Paralegals and Legal Assistants,File pleadings with court clerk.,2,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,3,2,,1,,2,0.589553
18495,23-2011.00,Paralegals and Legal Assistants,"Investigate facts and law of cases and search pertinent sources, such as public records, to determine causes of action and to prepare cases.",3,2,2,2,3,2,3,2,3,2,2,1,1,1,0,0,3,3,3,2,,0,,2,0.0
18499,25-4021.00,Librarians,"Review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.",3,2,2,2,3,2,2,1,2,1,2,1,1,1,0,0,3,2,2,2,,1,,1,0.442616
18500,25-4021.00,Librarians,"Confer with colleagues, faculty, and community members and organizations to conduct informational programs, make collection decisions, and determine library services to offer.",3,2,3,2,3,2,2,2,2,1,3,2,1,1,1,0,3,2,2,2,,2,,1,0.386849
18501,25-4021.00,Librarians,"Develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",3,1,2,1,3,2,2,1,2,1,3,2,1,1,0,0,2,2,2,2,,0,,1,0.479249
18502,25-4021.00,Librarians,"Evaluate vendor products and performance, negotiate contracts, and place orders.",2,1,2,1,3,2,2,1,2,1,2,1,1,0,1,0,3,2,3,3,,2,,1,0.0
18505,25-4021.00,Librarians,Develop and maintain databases that provide information for library users.,2,1,2,1,3,2,2,1,2,1,3,1,1,0,0,0,2,1,2,2,,0,,1,0.572079
18508,25-4021.00,Librarians,"Author or publish professional articles, internal documents, and instructional materials.",2,1,2,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,2,2,,1,,1,0.535607
18514,25-4031.00,Library Technicians,"Order all print and non-print library materials, checking prices, figuring costs, preparing order slips, and making payments.",2,1,1,0,2,1,2,1,2,1,2,1,1,0,0,0,1,1,2,2,,1,,1,0.644481
18516,25-4031.00,Library Technicians,Claim missing issues of periodicals and journals.,2,1,1,0,1,1,2,1,1,0,2,1,1,1,0,0,1,1,1,1,,0,,1,0.709577
18518,25-4031.00,Library Technicians,Compile data and create statistical reports on library usage.,2,1,1,0,2,1,2,1,2,1,1,0,1,0,0,0,1,1,2,1,,0,,1,0.722981
18519,27-1025.00,Interior Designers,"Coordinate with other professionals, such as contractors, architects, engineers, and plumbers, to ensure job success.",2,1,2,2,3,2,3,2,2,2,2,1,1,1,1,0,2,2,2,2,,2,,1,0.418941
18520,27-1025.00,Interior Designers,Review and detail shop drawings for construction plans.,2,1,2,2,2,2,2,2,3,2,2,1,3,2,0,0,2,2,3,3,,2,,2,0.0
18521,27-1025.00,Interior Designers,Use computer-aided drafting (CAD) and related software to produce construction documents.,2,1,1,1,2,2,2,1,2,2,2,1,3,2,0,0,2,2,3,3,,0,,1,0.0
18523,29-1127.00,Speech-Language Pathologists,"Evaluate hearing or speech and language test results, barium swallow results, or medical or background information to diagnose and plan treatment for speech, language, fluency, voice, or swallowing disorders.",3,2,3,2,3,2,3,2,2,1,3,2,2,2,1,0,3,3,3,3,,3,,3,0.0
18524,29-1127.00,Speech-Language Pathologists,"Write reports and maintain proper documentation of information, such as client Medicaid or billing records or caseload activities, including the initial evaluation, treatment, progress, and discharge of clients.",2,1,2,1,2,2,2,1,2,1,3,1,1,0,0,0,2,2,3,2,,1,,2,0.511404
18525,29-1127.00,Speech-Language Pathologists,"Develop individual or group activities or programs in schools to deal with behavior, speech, language, or swallowing problems.",3,2,2,2,3,2,2,1,2,1,2,2,2,2,0,0,2,2,2,2,,3,,3,0.0
18527,29-1127.00,Speech-Language Pathologists,"Complete administrative responsibilities, such as coordinating paperwork, scheduling case management activities, or writing lesson plans.",2,1,1,1,2,1,2,1,2,1,2,1,1,0,0,0,1,1,1,1,,1,,1,0.683777
18529,29-1127.00,Speech-Language Pathologists,"Participate in conferences, training, continuing education courses, or publish research results to share knowledge of new hearing or speech disorder treatment methods or technologies.",2,1,1,1,3,2,2,1,2,1,2,1,1,0,0,0,3,2,2,1,,2,,1,0.521934
18534,29-1131.00,Veterinarians,"Perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records.",2,1,1,0,1,1,1,0,2,1,2,1,1,0,1,0,1,1,2,1,,1,,1,0.737788
18539,29-1292.00,Dental Hygienists,Maintain patient recall system.,2,1,1,0,2,1,2,1,2,1,3,1,0,0,0,0,1,1,2,1,,0,,1,0.683777
18541,29-2099.06,"Health Technologists and Technicians, All Other","Collect and maintain records of patients examined, examinations performed, patient medical histories, views taken, or technical factors used.",2,1,1,0,1,0,1,0,1,0,3,1,1,0,1,0,1,1,3,2,,0,,1,0.681553
18551,29-2081.00,"Opticians, Dispensing",Order and purchase frames and lenses.,2,1,2,1,2,1,1,0,1,0,1,0,1,1,0,0,1,1,2,2,,0,,1,0.658625
18554,33-1021.01,First-Line Supervisors of Firefighting and Prevention Workers,"Compile and maintain records on personnel, accidents, equipment, and supplies.",2,1,1,0,1,1,1,0,2,1,3,1,1,0,0,0,1,1,3,2,,0,,1,0.631659
18559,43-3011.00,Bill and Account Collectors,Answer customer questions regarding problems with their accounts.,2,1,2,1,2,1,1,0,2,1,2,1,1,1,3,1,1,1,2,2,,2,,1,0.5956
18560,43-3011.00,Bill and Account Collectors,Contact insurance companies to check on status of claims payments and write appeal letters for denial on claims.,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,0,2,2,2,2,,1,,1,0.592253
18561,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Prepare and process payroll information.,2,1,1,0,1,1,2,1,2,1,3,1,1,0,0,0,2,1,3,2,,0,,1,0.621302
